Permit Number,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
01-00559,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,01/09/2001,01/25/2001,06200000500,Nashville KOA,"Kampgrounds of America, Inc.",2626  Music Valley DR,Nashville,TN,37214.00000,15,37015300,"2626 Music Valley DR
Nashville, TN 37214
(36.235424, -86.707885)"
10-16668,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/18/2010,06/24/2010,04000014800,Sudden Service,"Hollingsworth Oil Co., Inc.",500  Hickory Hills BLVD,Whites Creek,TN,37189.00000,3,37010201,"500 Hickory Hills BLVD
Whites Creek, TN 37189
(36.277593, -86.796312)"
15-20067,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/11/2015,03/12/2015,09306104700,Bajo Sexto Taco,Food on Fifth LLC,216  5th AVE S,Nashville,TN,37203.00000,,14600128,"216 5th AVE S
Nashville, TN 37203
(36.158434, -86.777098)"
00-15176,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/30/1999,01/13/2000,06200000801,Two Rivers Campground,"T.R.C., Inc.",2616  Music Valley DR,Nashville,TN,37214.00000,15,37015300,"2616 Music Valley DR
Nashville, TN 37214
(36.234075, -86.703196)"
06-18608,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/25/2006,12/28/2006,09504024100,Pizza Hut,"NPC International, Inc.",2512  Lebanon PIKE,Nashville,TN,37214.00000,15,37015200,"2512 Lebanon PIKE
Nashville, TN 37214
(36.169534, -86.678443)"
94-16315,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/12/1993,02/01/1994,04212000700,Madison Lodge #2473,Madison Elks Lodge #2473,308  Williams AVE,Madison,TN,37116.00000,8,37010801,"308 Williams AVE
Madison, TN 37116
(36.267601, -86.715061)"
17-20464,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/03/2017,03/27/2017,09302316600,Sea Salt,"Farm2table, LLC",209  3rd AVE N,Nashville,TN,37201.00000,19,37019500,"209 3rd AVE N
Nashville, TN 37201
(36.164706, -86.778036)"
17-20414,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/21/2016,01/27/2017,09306205800,Cerveza Jack's,"CJs - Nashville, LLC",135  2nd AVE N,Nashville,TN,37201.00000,19,37019500,"135 2nd AVE N
Nashville, TN 37201
(36.162943, -86.775864)"
12-00925,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/31/2012,08/23/2012,09306307500,Layla's,"Tennessee Blue Grass, Inc.",418  Broadway,Nashville,TN,37203.00000,19,37019500,"418 Broadway
Nashville, TN 37203
(36.160683, -86.77802)"
12-19439,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/23/2012,04/12/2012,09306406300,The Southern,Southern Kitchen Nashville LLC,150  3rd AVE S,Nashville,TN,37201.00000,19,37019500,"150 3rd AVE S
Nashville, TN 37201
(36.160054, -86.774992)"
17-25282,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/13/2017,11/16/2017,07300003200,GAYLORD OPRYLAND HOTEL - THE MARKETPLACE,,2800  OPRYLAND DR,NASHVILLE,TN,37214.00000,15,37015300,"2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.210729, -86.696917)"
14-19951,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/17/2014,08/14/2014,03402006900,Red Lobster,Red Lobster Restaurants LLC,1814  Gallatin PIKE N,Madison,TN,37115.00000,10,37010401,"1814 Gallatin PIKE N
Madison, TN 37115
(36.298938, -86.697494)"
17-25103,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/27/2017,07/13/2017,09302316000,SKULL'S RAINBOW ROOM,,222  PRINTERS ALY,NASHVILLE,TN,37201.00000,19,37019500,"222 PRINTERS ALY
NASHVILLE, TN 37201
(36.164714, -86.778834)"
94-15860,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/23/1993,02/01/1994,09302300700,TN Performing Arts Center,TN Performing Arts Center Management Corp.,505  Deaderick ST,Nashville,TN,37219.00000,19,37019500,"505 Deaderick ST
Nashville, TN 37219
(36.165033, -86.782121)"
13-00165,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",03/22/2013,11/07/2013,08214005600,Little Harpeth Brewing,Little Harpeth Brewing LLC,30  Oldham ST,Nashville,TN,37213.00000,5,37019300,"30 Oldham ST
Nashville, TN 37213
(36.174562, -86.776155)"
14-17131,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/09/2014,05/01/2014,06916019600,Friends Market,"Friends, LLC",3508  Clarksville PIKE,Nashville,TN,37218.00000,2,37012801,"3508 Clarksville PIKE
Nashville, TN 37218
(36.196228, -86.835388)"
14-20005,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/03/2014,11/19/2014,07207029200,Rudies Seafood and Sausage,Rudies LLC,1402  McGavock PIKE,Nashville,TN,37216.00000,7,37011500,"1402 McGavock PIKE
Nashville, TN 37216
(36.204932, -86.724006)"
17-20419,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/21/2016,02/09/2017,09208001800,Marathon Music Works,"Jr Facility, Management, LLC",1402  Clinton ST,Nashville,TN,37203.00000,19,37014400,"1402 Clinton ST
Nashville, TN 37203
(36.164075, -86.796769)"
17-25014,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/16/2017,10/26/2017,08216002800,GREKO GREEK STREET FOOD,,704  MAIN ST,NASHVILLE,TN,37206.00000,6,37019200,"704 MAIN ST
NASHVILLE, TN 37206
(36.174733, -86.760412)"
08-18925,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/17/2008,11/12/2008,08600021100,Taki Japanese Cuisine,"New Taki Japanese Restaurant, LLC",5760  Old Hickory BLVD  106,Hermitage,TN,37076.00000,12,37015609,"5760 Old Hickory BLVD 106
Hermitage, TN 37076
(36.172405, -86.601857)"
17-09416,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/30/2016,07/11/2017,08102020000,Z Mart,Z Mart 7 Inc,2610  Clarksville PIKE,Nashville,TN,37208.00000,2,37013700,"2610 Clarksville PIKE
Nashville, TN 37208
(36.186762, -86.819485)"
08-18931,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/07/2008,11/21/2008,09216029100,South Street,"South Street #2, Inc.",907  20th AVE S,Nashville,TN,37212.00000,19,14500233,"907 20th AVE S
Nashville, TN 37212
(36.148418, -86.797955)"
10-16705,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/20/2010,09/09/2010,08305021100,Dollar General,"Dolgencorp, LLC",601  Gallatin AVE,Nashville,TN,37206.00000,6,37012100,"601 Gallatin AVE
Nashville, TN 37206
(36.182709, -86.748838)"
13-19809,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/07/2013,10/24/2013,08600034700,Las Palmas Mexican Resturant,Palmas Verdes LLC,5104  Old Hickory BLVD,Hermitage,TN,37076.00000,11,37015404,"5104 Old Hickory BLVD
Hermitage, TN 37076
(36.191709, -86.615618)"
16-20239,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/30/2015,02/23/2016,09216019000,Donatos,"Donatos Pizzeria, LLC",1915  Broadway,Nashville,TN,37203.00000,19,37019500,"1915 Broadway
Nashville, TN 37203
(36.150032, -86.797553)"
14-17173,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/09/2014,07/24/2014,08111024300,Buds Curb Market,Jay Gayatrii Inc,1601  Buchanan ST,Nashville,TN,37208.00000,21,37013900,"1601 Buchanan ST
Nashville, TN 37208
(36.180031, -86.809628)"
15-20193,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/25/2015,10/08/2015,09306105500,Back Alley Diner,Back Alley Diner LLC,217  4TH AVE N,NASHVILLE,TN,37219.00000,19,37019500,"217 4TH AVE N
NASHVILLE, TN 37219
(36.164315, -86.77934)"
16-17381,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,07513021500,Mapco Mart 3323,Mapco Express Inc,3900  Lebanon PIKE,Hermitage,TN,37076.00000,14,37015402,"3900 Lebanon PIKE
Hermitage, TN 37076
(36.193035, -86.623659)"
13-17102,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/22/2013,12/18/2013,09315012200,Z Mart,Hamya Inc.,24  LaFayette ST,Nashville,TN,37210.00000,19,37014800,"24 LaFayette ST
Nashville, TN 37210
(36.150254, -86.766663)"
16-20269,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/21/2016,04/14/2016,08116034200,The Last Hole,Rodricous Jackson,1502  Jefferson ST,Nashville,TN,37208.00000,19,37014200,"1502 Jefferson ST
Nashville, TN 37208
(36.170463, -86.802672)"
12-16981,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/30/2012,12/06/2012,08208028700,Mini Market,Eyd Toss,726  McFerrin AVE,Nashville,TN,37206.00000,5,37011900,"726 McFerrin AVE
Nashville, TN 37206
(36.184112, -86.754505)"
12-19573,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Old Hickory Steakhouse,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.210729, -86.696917)"
11-19279,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/29/2011,04/28/2011,03405012000,Outback Steakhouse,"Outback Steakhouse of Florida, LLC",1560  Gallatin PIKE N,Nashville,TN,37115.00000,7,10400148,"1560 Gallatin PIKE N
Nashville, TN 37115
(36.290967, -86.703486)"
15-20116,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/15/2015,06/11/2015,07509015400,Roadside Bar & Grill,Five Peppers Ent LLC,4617  Old Hickory BLVD,Old Hickory,TN,37138.00000,14,37015402,"4617 Old Hickory BLVD
Old Hickory, TN 37138
(36.202818, -86.621563)"
16-17307,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/09/2015,01/29/2016,06103015300,Gallatin Shell,Om Gallatin Oil Inc,4800  Gallatin PIKE,Nashville,TN,37216.00000,7,37011100,"4800 Gallatin PIKE
Nashville, TN 37216
(36.231569, -86.724851)"
16-20260,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/13/2016,04/12/2016,09700000000,Papa Turneys Old Fashioned BBQ,Michael E Turney,3979  Bell RD,Hermitage,TN,37076.00000,,,"3979 Bell RD
Hermitage, TN 37076
(36.165337, -86.60392)"
17-25269,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/06/2017,11/16/2017,07300003200,Gaylord Opryland Hotel - Cascade's Resta,,2800  OPRYLAND DR,NASHVILLE,TN,37214.00000,15,37015300,"2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.210729, -86.696917)"
16-00182,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",12/02/2015,01/28/2016,08303016000,Southern Grist Brewing Company,"Southern Grist Brewing Company, LLC",1201  Porter RD,Nashville,TN,37206.00000,6,37011700,"1201 Porter RD
Nashville, TN 37206
(36.188925, -86.729066)"
09-19122,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/04/2009,11/19/2009,09306402100,Broadway Brewhouse and Mojo,"Hardy and Kelly, LLC",317  Broadway,Nashville,TN,37201.00000,19,37019500,"317 Broadway
Nashville, TN 37201
(36.161292, -86.776613)"
16-20302,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/25/2016,07/13/2016,09309025900,The DawgHouse Saloon,"DawgHouse Saloon, LLC",1522  Demonbreun ST,Nashville,TN,37203.00000,19,37019500,"1522 Demonbreun ST
Nashville, TN 37203
(36.152837, -86.790204)"
15-17225,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,09504002800,Walgreens,Walgreen Co.,2421  Lebanon PIKE,Nashville,TN,37214.00000,15,37015100,"2421 Lebanon PIKE
Nashville, TN 37214
(36.169276, -86.680548)"
15-00981,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/12/2015,03/12/2015,09302316800,Lonnie's Western Room,Lonnie K. Powers,308  Church ST,Nashville,TN,37201.00000,19,37019500,"308 Church ST
Nashville, TN 37201
(36.164162, -86.777915)"
08-16425,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/23/2008,10/13/2008,07510005600,Thorntons,"Thorntons, Inc. - Tennessee",4145  Lebanon PIKE,Hermitage,TN,37076.00000,11,37015404,"4145 Lebanon PIKE
Hermitage, TN 37076
(36.200934, -86.618021)"
10-16711,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/24/2010,09/09/2010,06008008300,Dollar General,"Dolgencorp,  LLC",3019  Dickerson PIKE,Goodlettsville,TN,37207.00000,8,37011001,"3019 Dickerson PIKE
Goodlettsville, TN 37207
(36.226926, -86.759816)"
06-18592,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/20/2006,12/07/2006,09306410300,Hilton Nashville Downtown,"Nashville Downtown Hotel, LLC",121  4th AVE S,Nashville,TN,37201.00000,19,14600204,"121 4th AVE S
Nashville, TN 37201
(36.160067, -86.776551)"
17-25017,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/16/2017,06/29/2017,08212031400,ATTABOY,,8  MCFERRIN AVE,NASHVILLE,TN,37206.00000,6,37019200,"8 MCFERRIN AVE
NASHVILLE, TN 37206
(36.176216, -86.755328)"
02-15711,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/02/2002,11/21/2002,08416011900,Kroger Food & Drug,Kroger Limited Partnership,143  McGavock PIKE,Donelson,TN,37214.00000,15,37015200,"143 McGavock PIKE
Donelson, TN 37214
(36.171222, -86.679564)"
16-20309,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/12/2016,07/28/2016,04411000500,Chopper's Grill,Chopper's Grill LLC,1200  Donelson AVE,Old Hickory,TN,37138.00000,11,37010501,"1200 Donelson AVE
Old Hickory, TN 37138
(36.264115, -86.651109)"
10-19188,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/29/2010,05/21/2010,09700000000001,Nashville Shores Water Park,Nashville Shores Holdings LLC,4001  Bell RD,Hermitage,TN,37076.00000,,,"4001 Bell RD
Hermitage, TN 37076
(36.165229, -86.603207)"
09-16507,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/02/2009,06/25/2009,08307000600,Porter Rd Citgo,Mahmoud Jboor,834  Porter RD,Nashville,TN,37206.00000,6,37011700,"834 Porter RD
Nashville, TN 37206
(36.185995, -86.730615)"
13-19792,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/14/2013,09/12/2013,09306205100,Benchmark,Grissom Prime Investments LLC,117  2nd AVE N,Nashville,TN,37201.00000,19,37019500,"117 2nd AVE N
Nashville, TN 37201
(36.162544, -86.775611)"
15-20137,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/18/2015,07/14/2015,08301015900,Nomzilla,Shinka Enterprises LLC,1000  Gallatin AVE,Nashville,TN,37206.00000,5,37011700,"1000 Gallatin AVE
Nashville, TN 37206
(36.188429, -86.746322)"
15-20128,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/18/2014,06/19/2015,09212047700,SpringHill Suites by Marriott,Residence Inn by Marriott LLC,1800  West End AVE,Nashville,TN,37203.00000,21,37019500,"1800 West End AVE
Nashville, TN 37203
(36.152862, -86.796266)"
13-19802,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/06/2013,10/17/2013,09216025900,Soulshine Pizza Factory,"Soulshine Midtown, LLC",1907  Division ST,Nashville,TN,37203.00000,19,37019500,"1907 Division ST
Nashville, TN 37203
(36.150071, -86.796418)"
14-19909,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/03/2014,06/11/2014,07206034800,Adele's by Jonathan Waxman,"1210 McGavock Street Hospitality Partners, LLC",1210  McGavock PIKE,Nashville,TN,37203.00000,7,37011400,"1210 McGavock PIKE
Nashville, TN 37203
(36.204584, -86.733429)"
14-20007,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/21/2014,11/20/2014,09215021000,Nama Sushi Bar,Nama Nashville LLC,2300  Elliston PL,Nashville,TN,37203.00000,21,37016500,"2300 Elliston PL
Nashville, TN 37203
(36.149662, -86.805934)"
12-19591,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Washington A,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.210729, -86.696917)"
15-17212,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,09212052400,Walgreens #09778,Walgreen Co,1804  Charlotte AVE,Nashville,TN,37203.00000,21,37014400,"1804 Charlotte AVE
Nashville, TN 37203
(36.15768, -86.801122)"
16-17369,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,05100019800,Mapco Mart 3418,Mapco Express Inc,1516  Gallatin PIKE S,Nashville,TN,37206.00000,8,37010702,"1516 Gallatin PIKE S
Nashville, TN 37206
"
12-19604,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/26/2012,10/11/2012,06200006500,Gaylord Springs Golf Links- Fo,"Marriott Hotel Services, Inc",18  Springhouse LN,Nashville,TN,37214.00000,15,37015300,"18 Springhouse LN
Nashville, TN 37214
(36.220003, -86.680506)"
12-00159,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",12/04/2012,12/19/2012,09310022100,"Czann's Brewing Company, LLC","Czann's Brewing Company, LLC",505  Lea AVE,Nashville,TN,37203.00000,19,37019500,"505 Lea AVE
Nashville, TN 37203
(36.153504, -86.774278)"
00-15216,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/26/2000,06/30/2000,09700013000,"Food Lion, LLC","Food Lion, LLC",3636  Bell RD,Nashville,TN,37214.00000,13,37015624,"3636 Bell RD
Nashville, TN 37214
(36.150485, -86.625406)"
17-25296,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/31/2017,11/16/2017,09111021400,NATIONS BAR & GRILL,,705  51ST AVE N,NASHVILLE,TN,37209.00000,20,37013300,"705 51ST AVE N
NASHVILLE, TN 37209
(36.155819, -86.848764)"
10-19096,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/30/2010,10/14/2010,09216020500,Hilton Garden Inn Nashville,"Apple Nine Hospitality Management, Inc.",1715  Broadway,Nashville,TN,37203.00000,19,37019500,"1715 Broadway
Nashville, TN 37203
(36.152344, -86.794989)"
17-25095,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/23/2017,07/27/2017,07102007400,SHELL STATION,,2312  BRICK CHURCH PIKE,NASHVILLE,TN,37207.00000,2,37012701,"2312 BRICK CHURCH PIKE
NASHVILLE, TN 37207
(36.208763, -86.777848)"
16-20322,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/28/2016,08/16/2016,10200011000,Outback Steakhouse,Outback Steakhouse of Florida LLC,6840  Charlotte PIKE,Nashville,TN,37209.00000,20,37018201,"6840 Charlotte PIKE
Nashville, TN 37209
(36.132507, -86.893976)"
06-18574,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/23/2006,11/16/2006,06200016000,Sukho Thai,Boun Quang,2450  Music Valley DR,Nashville,TN,37214.00000,15,37015300,"2450 Music Valley DR
Nashville, TN 37214
(36.221207, -86.693965)"
11-19396,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/18/2011,12/14/2011,14200036000,Jonathan's Grille-Bellevue,ARJN #3 LLC,7653  Highway 70  S,Nashville,TN,,22,18406,"7653 Highway 70 S
Nashville, TN
(36.078228, -86.95001)"
17-20483,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/27/2017,04/27/2017,09314055500,Rudy's Jazz Room,Rudy's Jazz Room LLC,809  Gleaves ST,Nashville,TN,37203.00000,19,37019500,"809 Gleaves ST
Nashville, TN 37203
(36.15181, -86.779393)"
12-19582,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Ryman Courtyard,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.210729, -86.696917)"
12-00154,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",04/06/2012,04/26/2012,07113000300,Det Distributing Company,Det Distributing Company,245  Great Circle RD,Nashville,TN,37228.00000,2,37013700,"245 Great Circle RD
Nashville, TN 37228
(36.195807, -86.792434)"
10-19140,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/22/2009,01/14/2010,05108011000,Las Maracas Mexican Rest. 4,Las Maracas Madison Inc.,1107  Gallatin PIKE,Nashville,TN,37115.00000,7,37010702,"1107 Gallatin PIKE
Nashville, TN 37115
(36.249235, -86.719506)"
05-18322,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/10/2005,04/14/2005,09114026600,Cinco De Mayo,"La Batalla, Inc.",365  WHITE BRIDGE PIKE,NASHVILLE,TN,37209.00000,20,37018101,"365 WHITE BRIDGE PIKE
NASHVILLE, TN 37209
(36.149485, -86.857897)"
10-16610,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/28/2009,01/14/2010,02614004400,Target Store,Target Corporation,2050  Gallatin PIKE N,Madison,TN,37115.00000,10,37010401,"2050 Gallatin PIKE N
Madison, TN 37115
(36.294825, -86.701028)"
07-16306,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/27/2007,09/13/2007,09413002800,ENM Market,Isaac Makar,315  HERMITAGE AVE,NASHVILLE,TN,37210.00000,19,37019600,"315 HERMITAGE AVE
NASHVILLE, TN 37210
(36.15324, -86.749597)"
11-16808,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/17/2011,07/14/2011,09700000000001,Nashville Shores RV Resort,"Nahville Shores Holdings, LLC",4001  Bell RD,Hermitage,TN,37076.00000,,,"4001 Bell RD
Hermitage, TN 37076
(36.165229, -86.603207)"
15-20149,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/27/2015,07/24/2015,09306203000,Another Broken Egg Cafe,Georgia Breakfast Complany LLC,208  Commerce ST,Nashville,TN,37201.00000,19,37019500,"208 Commerce ST
Nashville, TN 37201
(36.163036, -86.776565)"
15-20105,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/17/2015,05/18/2015,08601007200,NashVegas Bar & Grill,NashVegas Bar and Grill LLC,3424  Lebanon PIKE,Hermitage,TN,37076.00000,14,15402110,"3424 Lebanon PIKE
Hermitage, TN 37076
(36.189374, -86.627624)"
16-17367,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,09515003700,Mapco Mart 3186,Mapco Express Inc,2406  Elm Hill PIKE,Nashville,TN,37214.00000,15,37015100,"2406 Elm Hill PIKE
Nashville, TN 37214
(36.15294, -86.683691)"
15-20176,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/20/2015,09/11/2015,07115025400,Keisha's Ballroom & Deli,Lekasha Ridley,1315  Lischey AVE,Nashville,TN,37207.00000,5,37011300,"1315 Lischey AVE
Nashville, TN 37207
(36.195484, -86.762928)"
00-17649,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/25/2000,10/06/2000,07500020000,Chili's Grill & Bar,Chili's Inc.,5005  Old Hickory BLVD,Hermitage,TN,37076.00000,14,37015404,"5005 Old Hickory BLVD
Hermitage, TN 37076
(36.195347, -86.619327)"
08-18817,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/12/2008,02/28/2008,09313010800,Sambuca Restaurant,"Sambuca Nashville, LLC",601  12th AVE S,Nashville,TN,37203.00000,19,14500214,"601 12th AVE S
Nashville, TN 37203
(36.15162, -86.784273)"
09-19117,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2009,11/19/2009,08215004800,Thai Phoo Ket Restaurnt,"Bounthavy Dipaseuth, Phetsamone Dipaseuth",207  Woodland ST,Nashville,TN,37213.00000,6,37019300,"207 Woodland ST
Nashville, TN 37213
(36.169929, -86.769817)"
13-19814,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/03/2013,10/25/2013,09310040500,Hyatt Place Nashville,White Lodging Services Corporation,301  3rd AVE S,Nashville,TN,37201.00000,19,37019500,"301 3rd AVE S
Nashville, TN 37201
(36.15857, -86.774023)"
17-20463,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/13/2017,03/23/2017,09302315900,21c Museum Hotel Nashville,"Nashville Manager, LLC",221  2nd AVE N,Nashville,TN,37201.00000,19,37019500,"221 2nd AVE N
Nashville, TN 37201
(36.165247, -86.777283)"
05-18419,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2005,12/08/2005,07300001700,Dave & Buster's Grand Sports C,"Tango of Tennessee, Inc.",540  Opry Mills DR,Nashville,TN,37214.00000,15,37015300,"540 Opry Mills DR
Nashville, TN 37214
(36.206458, -86.694158)"
13-17044,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/24/2013,06/13/2013,06513000900,Dolphin Market,"AMV, LLC",4808  Lebanon PIKE,Hermitage,TN,37076.00000,11,37015405,"4808 Lebanon PIKE
Hermitage, TN 37076
(36.21553, -86.587743)"
14-00991,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/06/2014,06/25/2014,04216008100,Honky Tonk Bar & Grill,Vallean Hare,119  Douglas ST  A,Madison,TN,37115.00000,,,"119 Douglas ST A
Madison, TN 37115
(36.262624, -86.714835)"
10-19099,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/30/2010,10/14/2010,09216020500,Great American Grill,"Apple Nine Hospitality Management, Inc.",1715  Broadway,Nashville,TN,37203.00000,19,37019500,"1715 Broadway
Nashville, TN 37203
(36.152344, -86.794989)"
